datetime, energy level, power consumption2023-11-02 11:31:01,"17,055 Wh","4,60731 W"
2023-11-02 12:16:01,"11,249 Wh","15,5464 W"
2023-11-02 12:17:01,"10,886 Wh","14,7729 W"
2023-11-02 12:18:01,"10,886 Wh","14,7729 W"
2023-11-02 12:19:01,"10,523 Wh","13,2236 W"
2023-11-02 12:20:01,"10,523 Wh","13,2236 W"
2023-11-02 12:21:01,"10,16 Wh","10,89 W"
2023-11-02 12:22:01,"10,16 Wh","10,89 W"
2023-11-02 12:23:01,"9,797 Wh","10,89 W"
2023-11-02 12:24:01,"9,797 Wh","10,89 W"
2023-11-02 12:25:01,"9,434 Wh","10,89 W"
2023-11-02 12:26:01,"9,434 Wh","10,89 W"
2023-11-02 12:27:01,"8,709 Wh","15,5443 W"
2023-11-02 12:28:02,"8,709 Wh","15,5443 W"
2023-11-02 12:29:01,"8,346 Wh","14,7686 W"
2023-11-02 12:30:01,"8,346 Wh","14,7686 W"
2023-11-02 12:31:01,"7,983 Wh","13,2171 W"
2023-11-02 12:32:01,"7,983 Wh","13,2171 W"
2023-11-02 12:33:01,"7,62 Wh","10,89 W"
2023-11-02 12:34:01,"7,62 Wh","10,89 W"
2023-11-02 12:35:01,"6,894 Wh","15,5571 W"
2023-11-02 12:36:01,"6,531 Wh","18,6686 W"
2023-11-02 12:37:01,"6,531 Wh","18,6686 W"
2023-11-02 12:38:01,"6,168 Wh","18,5603 W"
2023-11-02 12:40:22,"6,168 Wh",0 W
2023-11-02 12:40:22,"6,168 Wh",0 W
2023-11-02 13:56:13,"34,11 Wh",0 W
2023-11-02 13:57:02,"34,11 Wh",0 W
2023-11-02 13:58:01,"34,473 Wh",0 W
2023-11-02 13:59:01,"34,473 Wh",0 W
2023-11-02 14:00:01,"34,473 Wh",0 W
2023-11-02 14:01:01,"34,473 Wh",0 W
2023-11-02 14:02:01,"34,836 Wh","6,68973 W"
2023-11-02 14:03:01,"34,836 Wh","6,68973 W"
2023-11-02 14:04:01,"34,836 Wh","6,68973 W"
2023-11-02 14:05:01,"34,836 Wh","6,68973 W"
2023-11-02 14:06:01,"35,199 Wh","6,04485 W"
2023-11-02 14:07:01,"35,199 Wh","6,04485 W"
2023-11-02 14:08:01,"35,199 Wh","6,04485 W"
2023-11-02 14:09:01,"35,199 Wh","6,04485 W"
2023-11-02 14:10:01,"35,199 Wh","6,04485 W"
2023-11-02 14:11:01,"35,199 Wh","6,04485 W"
2023-11-02 14:12:01,"35,562 Wh","4,46096 W"
2023-11-02 14:13:01,"35,562 Wh","4,46096 W"
2023-11-02 14:14:01,"35,562 Wh","4,46096 W"
2023-11-02 14:15:02,"35,562 Wh","4,46096 W"
2023-11-02 14:16:01,"35,562 Wh","4,46096 W"
2023-11-02 14:17:01,"35,562 Wh","4,46096 W"
2023-11-03 13:16:25,"33,022 Wh",0 W
2023-11-03 13:17:02,"33,022 Wh",0 W
2023-11-03 13:18:01,"33,022 Wh",0 W
2023-11-03 13:19:01,"32,659 Wh",0 W
2023-11-03 13:20:01,"32,659 Wh",0 W
2023-11-03 13:21:01,"32,659 Wh",0 W
2023-11-03 13:22:01,"32,659 Wh",0 W
2023-11-03 13:23:01,"32,296 Wh","6,66619 W"
2023-11-03 13:24:01,"32,296 Wh","6,66619 W"
2023-11-03 13:25:01,"32,296 Wh","6,66619 W"
2023-11-03 13:26:01,"32,296 Wh","6,66619 W"
2023-11-03 13:27:01,"31,933 Wh","6,03454 W"
2023-11-03 13:28:01,"31,933 Wh","6,03454 W"
2023-11-03 13:29:01,"31,57 Wh","6,84514 W"
2023-11-03 13:30:01,"31,57 Wh","6,84514 W"
2023-11-03 13:31:01,"31,57 Wh","6,84514 W"
2023-11-03 13:32:01,"31,57 Wh","6,84514 W"
2023-11-03 13:33:01,"31,207 Wh","6,59132 W"
2023-11-03 13:34:01,"31,207 Wh","6,59132 W"
2023-11-03 13:35:01,"31,207 Wh","6,59132 W"
2023-11-03 13:36:01,"31,207 Wh","6,59132 W"
2023-11-03 13:37:01,"30,844 Wh","6,05 W"
2023-11-03 13:38:01,"30,844 Wh","6,05 W"
2023-11-03 13:39:01,"30,481 Wh","6,84514 W"
2023-11-03 13:40:01,"30,481 Wh","6,84514 W"
2023-11-03 13:41:01,"30,119 Wh","8,80571 W"
2023-11-03 13:42:02,"30,119 Wh","8,80571 W"
2023-11-03 13:43:01,"30,119 Wh","8,80571 W"
2023-11-03 13:44:01,"30,119 Wh","8,80571 W"
2023-11-03 13:45:01,"29,756 Wh","7,5031 W"
2023-11-03 13:46:01,"29,756 Wh","7,5031 W"
2023-11-03 13:47:01,"29,756 Wh","7,5031 W"
2023-11-03 13:48:01,"29,756 Wh","7,5031 W"
2023-11-03 13:49:01,"29,393 Wh","6,04667 W"
2023-11-03 13:50:01,"29,393 Wh","6,04667 W"
2023-11-03 13:51:03,"29,393 Wh","6,04667 W"
2023-11-03 13:52:01,"29,393 Wh","6,04667 W"
2023-11-03 13:53:02,"29,393 Wh","6,04667 W"
2023-11-03 13:54:01,"29,393 Wh","6,04667 W"
2023-11-03 13:55:01,"29,03 Wh","4,44725 W"
2023-11-03 13:56:01,"29,03 Wh","4,44725 W"
2023-11-03 13:57:01,"29,03 Wh","4,44725 W"
2023-11-03 13:58:01,"29,03 Wh","4,44725 W"
2023-11-03 13:59:01,"28,667 Wh","4,59534 W"
2023-11-03 14:00:01,"28,667 Wh","4,59534 W"
2023-11-03 14:01:01,"28,667 Wh","4,59534 W"
2023-11-03 14:02:01,"28,667 Wh","4,59534 W"
2023-11-03 14:03:01,"28,304 Wh","4,88396 W"
2023-11-03 14:04:01,"28,304 Wh","4,88396 W"
2023-11-03 14:05:01,"28,304 Wh","4,88396 W"
2023-11-03 14:06:02,"28,304 Wh","4,88396 W"
2023-11-03 14:07:01,"28,304 Wh","4,88396 W"
2023-11-03 14:08:01,"28,304 Wh","4,88396 W"
2023-11-03 14:09:01,"27,941 Wh","4,46096 W"
2023-11-03 14:10:01,"27,941 Wh","4,46096 W"
2023-11-03 14:11:01,"27,941 Wh","4,46096 W"
2023-11-03 14:12:01,"27,941 Wh","4,46096 W"
2023-11-03 14:13:01,"27,578 Wh","4,60731 W"
2023-11-03 14:14:01,"27,578 Wh","4,60731 W"
2023-11-03 14:15:01,"27,578 Wh","4,60731 W"
2023-11-03 14:16:01,"27,578 Wh","4,60731 W"
2023-11-03 14:17:01,"27,216 Wh","4,88696 W"
2023-11-03 14:18:01,"27,216 Wh","4,88696 W"
2023-11-03 14:19:02,"27,216 Wh","4,88696 W"
2023-11-03 14:20:01,"27,216 Wh","4,88696 W"
2023-11-03 14:21:01,"27,216 Wh","4,88696 W"
2023-11-03 14:22:01,"27,216 Wh","4,88696 W"
2023-11-03 14:23:01,"26,853 Wh","4,45663 W"
2023-11-03 14:24:01,"26,853 Wh","4,45663 W"
2023-11-03 14:25:01,"26,853 Wh","4,45663 W"
2023-11-03 14:26:01,"26,853 Wh","4,45663 W"
2023-11-03 14:27:01,"26,49 Wh","4,60462 W"
2023-11-03 14:28:01,"26,49 Wh","4,60462 W"
2023-11-03 14:39:32,"26,49 Wh","4,60462 W"
2023-11-03 14:40:01,"26,49 Wh","4,60462 W"
2023-11-03 18:02:44,"25,764 Wh","0,297536 W"
2023-11-03 18:03:01,"25,764 Wh","0,297536 W"
2023-11-03 18:04:01,"25,764 Wh","0,297536 W"
2023-11-03 18:05:01,"25,401 Wh","0,347387 W"
2023-11-03 18:06:01,"25,401 Wh","0,347387 W"
2023-11-03 18:07:01,"25,038 Wh","0,400379 W"
2023-11-03 18:08:01,"25,038 Wh","0,400379 W"
2023-11-03 19:03:10,"24,675 Wh","0,746035 W"
2023-11-03 19:04:01,"24,675 Wh","0,746035 W"
2023-11-03 19:05:01,"24,675 Wh","0,746035 W"
2023-11-03 19:06:01,"24,675 Wh","0,746035 W"
2023-11-03 19:07:01,"24,675 Wh","0,746035 W"
2023-11-03 19:08:01,"24,312 Wh","0,890096 W"
2023-11-03 19:09:01,"24,312 Wh","0,890096 W"
2023-11-03 19:10:01,"24,312 Wh","0,890096 W"
2023-11-03 19:11:02,"24,312 Wh","0,890096 W"
2023-11-03 19:12:01,"23,95 Wh","1,08647 W"
2023-11-03 19:13:01,"23,95 Wh","1,08647 W"
2023-11-03 19:14:01,"23,95 Wh","1,08647 W"
2023-11-03 19:15:01,"23,95 Wh","1,08647 W"
2023-11-03 19:16:01,"23,587 Wh","5,43479 W"
2023-11-03 19:17:01,"23,587 Wh","5,43479 W"
2023-11-03 19:18:01,"23,587 Wh","5,43479 W"
2023-11-03 21:48:03,"23,224 Wh","0,28106 W"
2023-11-03 21:49:01,"23,224 Wh","0,28106 W"
2023-11-03 21:50:01,"22,861 Wh","0,350335 W"
2023-11-03 21:51:01,"22,861 Wh","0,350335 W"
2023-11-03 21:52:01,"22,498 Wh","0,426961 W"
2023-11-03 21:53:02,"22,498 Wh","0,426961 W"
2023-11-03 21:54:01,"22,135 Wh","10,8706 W"
2023-11-03 21:55:01,"22,135 Wh","10,8706 W"
2023-11-03 21:56:01,"22,135 Wh","10,8706 W"
2023-11-03 21:57:01,"22,135 Wh","10,8706 W"
2023-11-03 21:58:01,"21,772 Wh","7,51034 W"
2023-11-03 21:59:01,"21,772 Wh","7,51034 W"
2023-11-03 22:00:01,"21,409 Wh","7,95808 W"
2023-11-03 22:01:01,"21,409 Wh","7,95808 W"
2023-11-03 22:02:01,"21,409 Wh","7,95808 W"
2023-11-03 22:03:01,"21,409 Wh","7,95808 W"
2023-11-03 22:04:01,"21,047 Wh","6,58342 W"
2023-11-03 22:05:01,"21,047 Wh","6,58342 W"
2023-11-03 22:06:02,"20,684 Wh","7,95 W"
2023-11-03 22:07:01,"20,684 Wh","7,95 W"
2023-11-03 22:08:01,"20,321 Wh","8,81 W"
2023-11-03 22:09:01,"20,321 Wh","8,81 W"
2023-11-03 22:10:01,"19,958 Wh","10,89 W"
2023-11-03 22:11:01,"19,958 Wh","10,89 W"
2023-11-03 22:12:01,"19,958 Wh","10,89 W"
2023-11-03 22:13:01,"19,958 Wh","10,89 W"
2023-11-03 22:14:01,"19,595 Wh","7,51034 W"
2023-11-03 22:16:02,"19,232 Wh",0 W
2023-11-04 12:46:01,"5,806 Wh",0 W
2023-11-04 10:47:04,"5,806 Wh",0 W
2023-11-04 10:48:01,"6,531 Wh",0 W
2023-11-04 10:49:01,"6,531 Wh",0 W
2023-11-04 10:50:01,"7,257 Wh",0 W
2023-11-04 10:51:01,"7,257 Wh",0 W
2023-11-04 10:52:02,"7,257 Wh",0 W
2023-11-04 10:53:01,"7,983 Wh",0 W
2023-11-04 10:54:01,"7,983 Wh",0 W
2023-11-04 10:55:01,"8,709 Wh",0 W
2023-11-04 10:56:01,"8,709 Wh",0 W
2023-11-04 10:57:01,"9,434 Wh","21,762 W"
2023-11-04 10:58:01,"9,434 Wh","21,762 W"
2023-11-04 10:59:01,"10,523 Wh","26,4364 W"
2023-11-04 11:00:01,"10,523 Wh","26,4364 W"
2023-11-04 11:01:01,"11,249 Wh","25,6629 W"
2023-11-04 11:02:01,"11,249 Wh","25,6629 W"
2023-11-04 11:03:01,"12,337 Wh","28,7679 W"
2023-11-04 11:04:01,"12,337 Wh","28,7679 W"
2023-11-04 11:05:01,"13,063 Wh","25,6586 W"
2023-11-04 11:06:01,"13,063 Wh","25,6586 W"
2023-11-04 11:07:01,"14,152 Wh","28,7743 W"
2023-11-04 11:08:02,"14,152 Wh","28,7743 W"
2023-11-04 11:09:01,"14,878 Wh","25,6693 W"
2023-11-04 11:10:01,"14,878 Wh","25,6693 W"
2023-11-04 11:11:01,"15,966 Wh","28,7679 W"
2023-11-04 11:12:01,"15,966 Wh","28,7679 W"
2023-11-04 11:13:01,"16,692 Wh","25,6586 W"
2023-11-04 11:14:01,"16,692 Wh","25,6586 W"
2023-11-04 11:15:01,"17,418 Wh","24,1071 W"
2023-11-04 11:16:01,"17,418 Wh","24,1071 W"
2023-11-04 11:17:01,"18,144 Wh","21,78 W"
2023-11-04 11:18:01,"18,144 Wh","21,78 W"
2023-11-04 11:19:01,"19,232 Wh","26,4343 W"
2023-11-04 11:20:01,"19,232 Wh","26,4343 W"
2023-11-04 11:21:01,"19,958 Wh","25,6586 W"
2023-11-04 11:22:01,"19,958 Wh","25,6586 W"
2023-11-04 11:23:01,"20,684 Wh","24,1071 W"
2023-11-04 11:24:01,"20,684 Wh","24,1071 W"
2023-11-04 11:25:01,"21,409 Wh","21,7671 W"
2023-11-04 11:26:01,"21,409 Wh","21,7671 W"
2023-11-04 11:27:01,"22,498 Wh","26,4364 W"
2023-11-04 11:28:01,"22,498 Wh","26,4364 W"
2023-11-04 11:29:01,"23,224 Wh","25,6629 W"
2023-11-04 11:30:01,"23,224 Wh","25,6629 W"
2023-11-04 11:31:01,"24,312 Wh","28,7679 W"
2023-11-04 11:32:01,"24,312 Wh","28,7679 W"
2023-11-04 11:33:01,"25,038 Wh","25,6586 W"
2023-11-04 11:34:01,"25,038 Wh","25,6586 W"
2023-11-04 11:35:01,"25,764 Wh","24,1071 W"
2023-11-04 11:36:01,"25,764 Wh","24,1071 W"
2023-11-04 11:37:01,"26,853 Wh","26,4471 W"
2023-11-04 11:38:01,"26,853 Wh","26,4471 W"
2023-11-04 11:39:02,"27,216 Wh","21,0021 W"
2023-11-04 11:40:01,"27,216 Wh","21,0021 W"
2023-11-04 11:41:01,"28,304 Wh","24,8786 W"
2023-11-04 11:42:01,"28,304 Wh","24,8786 W"
2023-11-04 11:43:01,"29,03 Wh","23,325 W"
2023-11-04 11:44:01,"29,03 Wh","23,325 W"
2023-11-04 11:45:01,"29,393 Wh","19,44 W"
2023-11-04 11:46:01,"29,393 Wh","19,44 W"
2023-11-04 11:47:01,"30,119 Wh","17,8907 W"
2023-11-04 11:48:01,"30,119 Wh","17,8907 W"
2023-11-04 11:49:01,"30,481 Wh","14,7664 W"
2023-11-04 11:50:01,"30,481 Wh","14,7664 W"
2023-11-04 11:51:01,"31,207 Wh","17,88 W"
2023-11-04 11:52:01,"31,207 Wh","17,88 W"
2023-11-04 11:53:01,"31,57 Wh","14,7729 W"
2023-11-04 11:54:01,"31,57 Wh","14,7729 W"
2023-11-04 11:55:01,"31,933 Wh","13,2236 W"
2023-11-04 11:56:01,"31,933 Wh","13,2236 W"
2023-11-04 11:57:01,"32,296 Wh","10,89 W"
2023-11-04 11:58:01,"32,296 Wh","10,89 W"
2023-11-04 11:59:01,"32,659 Wh","10,89 W"
2023-11-04 12:00:01,"32,659 Wh","10,89 W"
2023-11-04 12:01:01,"33,022 Wh","10,89 W"
2023-11-04 12:02:01,"33,022 Wh","10,89 W"
2023-11-04 12:03:01,"33,384 Wh","10,8771 W"
2023-11-04 12:04:01,"33,384 Wh","10,8771 W"
2023-11-04 12:05:01,"33,384 Wh","10,8771 W"
2023-11-04 12:06:01,"33,384 Wh","10,8771 W"
2023-11-04 12:07:01,"33,747 Wh","7,5031 W"
2023-11-04 12:08:01,"33,747 Wh","7,5031 W"
2023-11-04 12:09:01,"34,11 Wh","7,95346 W"
2023-11-04 12:10:01,"34,11 Wh","7,95346 W"
2023-11-04 12:11:01,"34,11 Wh","7,95346 W"
2023-11-04 12:12:01,"34,11 Wh","7,95346 W"
2023-11-04 12:13:02,"34,473 Wh","6,59132 W"
2023-11-04 12:14:01,"34,473 Wh","6,59132 W"
2023-11-04 12:15:01,"34,473 Wh","6,59132 W"
2023-11-04 12:16:01,"34,473 Wh","6,59132 W"
2023-11-04 12:17:01,"34,836 Wh","6,05 W"
2023-11-04 12:18:01,"34,836 Wh","6,05 W"
2023-11-04 12:19:01,"34,836 Wh","6,05 W"
2023-11-04 12:20:01,"34,836 Wh","6,05 W"
2023-11-04 12:21:01,"35,199 Wh","5,445 W"
2023-11-04 12:22:01,"35,199 Wh","5,445 W"
2023-11-04 12:23:01,"35,199 Wh","5,445 W"
2023-11-04 12:24:01,"35,199 Wh","5,445 W"
2023-11-04 12:25:01,"35,199 Wh","5,445 W"
2023-11-04 12:26:01,"35,199 Wh","5,445 W"
2023-11-04 12:27:02,"35,562 Wh","4,46096 W"
2023-11-04 12:28:01,"35,562 Wh","4,46096 W"
2023-11-04 12:29:01,"35,562 Wh","4,46096 W"
2023-11-04 12:30:01,"35,562 Wh","4,46096 W"
2023-11-04 12:31:01,"35,562 Wh","4,46096 W"
2023-11-04 12:32:01,"35,562 Wh","4,46096 W"
2023-11-04 12:33:01,"35,562 Wh","4,46096 W"
2023-11-04 12:34:01,"35,562 Wh","4,46096 W"
2023-11-04 12:35:01,"35,562 Wh","4,46096 W"
2023-11-04 12:36:01,"35,562 Wh","4,46096 W"
2023-11-04 12:37:01,"34,836 Wh","1,03383 W"
2023-11-04 12:38:01,"34,836 Wh","1,03383 W"
2023-11-04 12:39:01,"34,836 Wh","1,03383 W"
2023-11-04 12:40:01,"34,836 Wh","1,03383 W"
2023-11-04 12:41:01,"34,836 Wh","1,03383 W"
2023-11-04 12:42:01,"35,199 Wh",0 W
2023-11-04 12:43:01,"35,199 Wh",0 W
2023-11-04 12:44:01,"35,199 Wh",0 W
2023-11-04 12:45:01,"35,199 Wh",0 W
2023-11-04 12:46:01,"35,199 Wh",0 W
2023-11-04 12:47:01,"35,199 Wh",0 W
2023-11-04 12:48:01,"35,199 Wh",0 W
2023-11-04 12:49:01,"35,199 Wh",0 W
2023-11-04 12:50:01,"35,199 Wh",0 W
2023-11-04 12:51:01,"35,199 Wh",0 W
2023-11-04 12:52:01,"35,199 Wh",0 W
2023-11-04 12:53:01,"35,199 Wh",0 W
2023-11-04 12:54:01,"35,199 Wh",0 W
2023-11-04 12:55:01,"35,199 Wh",0 W
2023-11-04 12:56:02,"35,199 Wh",0 W
2023-11-04 12:57:01,"35,199 Wh",0 W
2023-11-04 12:58:01,"35,199 Wh",0 W
2023-11-04 12:59:01,"35,199 Wh",0 W
2023-11-04 13:00:01,"35,199 Wh",0 W
2023-11-04 13:01:01,"35,199 Wh",0 W
2023-11-04 13:02:01,"35,199 Wh",0 W
2023-11-04 13:03:01,"35,199 Wh",0 W
2023-11-04 13:04:01,"35,199 Wh",0 W
2023-11-04 13:05:01,"35,199 Wh",0 W
2023-11-04 13:06:01,"35,199 Wh",0 W
2023-11-04 13:07:01,"35,199 Wh",0 W
2023-11-04 13:08:01,"35,199 Wh",0 W
2023-11-04 13:09:01,"35,199 Wh",0 W
2023-11-04 13:10:01,"35,199 Wh",0 W
2023-11-04 13:11:01,"35,199 Wh",0 W
2023-11-04 13:12:01,"35,199 Wh",0 W
2023-11-04 13:13:02,"35,199 Wh",0 W
2023-11-04 13:14:01,"35,199 Wh",0 W
2023-11-04 13:15:01,"35,199 Wh",0 W
2023-11-04 13:16:01,"35,199 Wh",0 W
2023-11-04 13:17:01,"35,199 Wh",0 W
2023-11-04 13:18:01,"35,199 Wh",0 W
2023-11-04 13:19:01,"35,199 Wh",0 W
2023-11-04 13:20:01,"35,199 Wh",0 W
2023-11-04 13:21:01,"35,199 Wh",0 W
2023-11-04 13:22:01,"35,199 Wh",0 W
2023-11-04 13:23:01,"35,199 Wh",0 W
2023-11-04 13:24:01,"35,199 Wh",0 W
2023-11-04 13:25:01,"35,199 Wh",0 W
2023-11-04 13:26:01,"35,199 Wh",0 W
2023-11-04 13:27:01,"35,199 Wh",0 W
2023-11-04 13:28:01,"35,199 Wh",0 W
2023-11-04 13:29:01,"35,199 Wh",0 W
2023-11-04 13:30:01,"35,199 Wh",0 W
2023-11-04 13:31:01,"35,199 Wh",0 W
2023-11-04 13:32:01,"35,199 Wh",0 W
2023-11-04 13:33:01,"35,199 Wh",0 W
2023-11-04 13:34:01,"35,199 Wh",0 W
2023-11-04 13:35:01,"35,199 Wh",0 W
2023-11-04 13:36:01,"35,199 Wh",0 W
2023-11-04 13:37:01,"35,199 Wh",0 W
2023-11-04 13:38:01,"35,199 Wh",0 W
2023-11-04 13:39:01,"35,199 Wh",0 W
2023-11-04 13:40:01,"35,199 Wh",0 W
2023-11-04 13:41:02,"35,199 Wh",0 W
2023-11-04 13:42:01,"35,199 Wh",0 W
2023-11-04 13:43:01,"35,199 Wh",0 W
2023-11-04 13:44:01,"35,199 Wh",0 W
2023-11-04 13:45:01,"35,199 Wh",0 W
2023-11-04 13:46:01,"35,199 Wh",0 W
2023-11-04 13:47:01,"35,199 Wh",0 W
2023-11-04 13:48:01,"35,199 Wh",0 W
2023-11-04 13:49:01,"35,199 Wh",0 W
2023-11-04 13:50:01,"35,199 Wh",0 W
2023-11-04 13:51:01,"35,199 Wh",0 W
2023-11-04 13:52:01,"35,199 Wh",0 W
2023-11-04 13:53:01,"35,199 Wh",0 W
2023-11-04 13:54:01,"35,199 Wh",0 W
2023-11-04 13:55:01,"35,199 Wh",0 W
2023-11-04 13:56:01,"35,199 Wh",0 W
2023-11-04 13:57:02,"35,199 Wh",0 W
2023-11-04 13:58:01,"35,199 Wh",0 W
2023-11-04 13:59:01,"35,199 Wh",0 W
2023-11-04 14:00:01,"35,199 Wh",0 W
2023-11-04 14:01:01,"35,199 Wh",0 W
2023-11-04 14:02:01,"35,199 Wh",0 W
2023-11-04 14:03:01,"35,199 Wh",0 W
2023-11-04 14:04:01,"35,199 Wh",0 W
2023-11-04 14:05:01,"35,199 Wh",0 W
2023-11-04 14:06:01,"35,199 Wh",0 W
2023-11-04 14:07:01,"35,199 Wh",0 W
2023-11-04 14:08:01,"35,199 Wh",0 W
2023-11-04 14:09:01,"35,199 Wh",0 W
2023-11-04 14:10:01,"35,199 Wh",0 W
2023-11-04 14:11:01,"35,199 Wh",0 W
2023-11-04 14:12:01,"35,199 Wh",0 W
2023-11-04 14:13:02,"35,199 Wh",0 W
2023-11-04 14:14:01,"35,199 Wh",0 W
2023-11-04 14:15:01,"35,199 Wh",0 W
2023-11-04 14:16:01,"35,199 Wh",0 W
2023-11-04 14:17:01,"35,199 Wh",0 W
2023-11-04 14:18:01,"35,199 Wh",0 W
2023-11-04 14:19:01,"35,199 Wh",0 W
2023-11-04 14:20:01,"35,199 Wh",0 W
2023-11-04 14:21:01,"35,199 Wh",0 W
2023-11-04 14:22:01,"35,199 Wh",0 W
2023-11-04 14:23:01,"35,199 Wh",0 W
2023-11-04 14:24:01,"35,199 Wh",0 W
2023-11-04 14:25:01,"35,199 Wh",0 W
2023-11-04 14:26:01,"35,199 Wh",0 W
2023-11-04 14:27:01,"35,199 Wh",0 W
2023-11-04 14:28:01,"35,199 Wh",0 W
2023-11-04 14:29:01,"35,199 Wh",0 W
2023-11-04 14:30:01,"35,199 Wh",0 W
2023-11-04 14:31:01,"35,199 Wh",0 W
2023-11-04 14:32:02,"35,199 Wh",0 W
2023-11-04 14:33:01,"35,199 Wh",0 W
2023-11-04 14:34:01,"35,199 Wh",0 W
2023-11-04 14:35:01,"35,199 Wh",0 W
2023-11-04 14:36:01,"35,199 Wh",0 W
2023-11-04 14:37:01,"35,199 Wh",0 W
2023-11-04 14:38:01,"35,199 Wh",0 W
2023-11-04 14:39:01,"35,199 Wh",0 W
2023-11-04 14:40:01,"35,199 Wh",0 W
2023-11-04 14:41:01,"35,199 Wh",0 W
2023-11-04 14:42:01,"35,199 Wh",0 W
2023-11-04 14:43:01,"35,199 Wh",0 W
2023-11-04 14:44:01,"35,199 Wh",0 W
2023-11-04 14:45:01,"35,199 Wh",0 W
2023-11-04 14:46:02,"35,199 Wh",0 W
2023-11-04 14:47:01,"35,199 Wh",0 W
2023-11-04 14:48:01,"35,199 Wh",0 W
2023-11-04 14:49:01,"35,199 Wh",0 W
2023-11-04 14:50:01,"35,199 Wh",0 W
2023-11-04 14:51:01,"35,199 Wh",0 W
2023-11-04 14:52:01,"35,199 Wh",0 W
2023-11-04 14:53:01,"35,199 Wh",0 W
2023-11-04 14:54:01,"35,199 Wh",0 W
2023-11-04 14:55:01,"35,199 Wh",0 W
2023-11-04 14:56:01,"35,199 Wh",0 W
2023-11-04 14:57:01,"35,199 Wh",0 W
2023-11-04 14:58:01,"35,199 Wh",0 W
2023-11-04 14:59:01,"35,199 Wh",0 W
2023-11-04 15:00:01,"35,199 Wh",0 W
2023-11-04 15:01:02,"35,199 Wh",0 W
2023-11-04 15:02:01,"35,199 Wh",0 W
2023-11-04 15:03:01,"35,199 Wh",0 W
2023-11-04 15:04:01,"35,199 Wh",0 W
2023-11-04 15:05:01,"35,199 Wh",0 W
2023-11-04 15:06:01,"35,199 Wh",0 W
2023-11-04 15:07:01,"35,199 Wh",0 W
2023-11-04 15:08:01,"35,199 Wh",0 W
2023-11-04 15:09:01,"35,199 Wh",0 W
2023-11-04 15:10:01,"35,199 Wh",0 W
2023-11-04 15:11:01,"35,199 Wh",0 W
2023-11-04 15:12:01,"35,199 Wh",0 W
2023-11-04 15:13:01,"35,199 Wh",0 W
2023-11-04 15:14:01,"35,199 Wh",0 W
2023-11-04 15:15:01,"35,199 Wh",0 W
2023-11-04 15:16:02,"35,199 Wh",0 W
2023-11-04 15:17:01,"35,199 Wh",0 W
2023-11-04 15:18:01,"35,199 Wh",0 W
